Date,StoreID,ProductID,Quantity,Price,Quantity_perWeek,Price_Total_perOrder
20221227,4051653300272,4260705920010,"1,000","4,29","-1,000","4,29"
20221227,4051653300272,4260705920027,"1,000","3,89","-1,000","3,89"
20221227,4051653300272,4260705920034,"1,000","3,89","-1,000","3,89"
20221227,4051653300272,4260705920102,"1,000","6,79","-1,000","6,79"
20221227,4051653300272,4260705920119,"1,000","7,99","-1,000","7,99"
20221227,4051653300272,4260705920157,"1,000","7,49","-1,000","7,49"
20221227,4051653300272,4260705920164,"1,000","7,49","-1,000","7,49"
20221227,4051653300272,4260705920249,"1,000","4,69","-1,000","4,69"
20221227,4051653300272,4260705920294,"2,000","15,99","-2,000","31,98"
20221227,4051653300272,4260705920324,"2,000","10,99","-2,000","21,98"
20221227,4051653300272,4260705920331,"1,000","8,69","-1,000","8,69"
20221227,4051653300272,4260705920416,"1,000","7,19","-1,000","7,19"
20221227,4051653300272,4260705920522,"1,000","6,49","-1,000","6,49"
20221227,4051653300272,4260705920591,"1,000","10,49","-1,000","10,49"
20221228,4051653300272,4260705920027,"1,000","3,89","-2,000","3,89"
20221228,4051653300272,4260705920034,"1,000","3,89","-2,000","3,89"
20221228,4051653300272,4260705920058,"1,000","3,59","-1,000","3,59"
20221228,4051653300272,4260705920102,"1,000","6,79","-2,000","6,79"
20221228,4051653300272,4260705920119,"1,000","7,99","-2,000","7,99"
20221228,4051653300272,4260705920140,"1,000","8,19","-1,000","8,19"
20221228,4051653300272,4260705920157,"1,000","7,49","-2,000","7,49"
20221228,4051653300272,4260705920164,"1,000","7,49","-2,000","7,49"
20221228,4051653300272,4260705920249,"1,000","4,69","-2,000","4,69"
20221228,4051653300272,4260705920294,"3,000","15,99","-5,000","47,97"
20221228,4051653300272,4260705920300,"1,000","15,49","-1,000","15,49"
20221228,4051653300272,4260705920324,"2,000","10,99","-4,000","21,98"
20221228,4051653300272,4260705920393,"1,000","2,99","-1,000","2,99"
20221228,4051653300272,4260705920423,"1,000","4,99","-1,000","4,99"
20221228,4051653300272,4260705920515,"1,000","5,49","-1,000","5,49"
20221228,4051653300272,4260705920591,"1,000","10,49","-2,000","10,49"
20221229,4051653300272,4260705920034,"1,000","3,89","-3,000","3,89"
20221229,4051653300272,4260705920096,"1,000","5,59","-1,000","5,59"
20221229,4051653300272,4260705920102,"1,000","6,79","-3,000","6,79"
20221229,4051653300272,4260705920119,"1,000","7,99","-3,000","7,99"
20221229,4051653300272,4260705920140,"1,000","8,19","-2,000","8,19"
20221229,4051653300272,4260705920157,"2,000","7,49","-4,000","14,98"
20221229,4051653300272,4260705920225,"1,000","3,29","-1,000","3,29"
20221229,4051653300272,4260705920294,"3,000","15,99","-8,000","47,97"
20221229,4051653300272,4260705920300,"1,000","15,49","-2,000","15,49"
20221229,4051653300272,4260705920317,"1,000","9,99","-1,000","9,99"
20221229,4051653300272,4260705920324,"3,000","10,99","-7,000","32,97"
20221229,4051653300272,4260705920423,"1,000","4,99","-2,000","4,99"
20221230,4051653300272,4260705920010,"1,000","4,29","-2,000","4,29"
20221230,4051653300272,4260705920058,"1,000","3,59","-2,000","3,59"
20221230,4051653300272,4260705920072,"1,000","5,99","-1,000","5,99"
20221230,4051653300272,4260705920096,"1,000","5,59","-2,000","5,59"
20221230,4051653300272,4260705920102,"2,000","6,79","-5,000","13,58"
20221230,4051653300272,4260705920119,"1,000","7,99","-4,000","7,99"
20221230,4051653300272,4260705920140,"1,000","8,19","-3,000","8,19"
20221230,4051653300272,4260705920157,"1,000","7,49","-5,000","7,49"
20221230,4051653300272,4260705920164,"1,000","7,49","-3,000","7,49"
20221230,4051653300272,4260705920249,"2,000","4,69","-4,000","9,38"
20221230,4051653300272,4260705920294,"4,000","15,99","-12,000","63,96"
20221230,4051653300272,4260705920300,"1,000","15,49","-3,000","15,49"
20221230,4051653300272,4260705920324,"1,000","10,99","-8,000","10,99"
20221230,4051653300272,4260705920331,"1,000","8,69","-2,000","8,69"
20221230,4051653300272,4260705920416,"2,000","7,19","-3,000","14,38"
20221230,4051653300272,4260705920423,"1,000","4,99","-3,000","4,99"
20221230,4051653300272,4260705920430,"1,000","9,49","-1,000","9,49"
